source_framework,source_control_id,target_framework,target_control_id,mapping_confidence
iso27001,A.7.11,soc2,A1.2,high
iso27001,A.7.12,nist_800_53,PE-13,high
iso27001,A.7.12,nist_800_53,PE-14,high
iso27001,A.7.12,nist_800_53,PE-2,high
iso27001,A.7.12,nist_800_53,PE-3,high
iso27001,A.7.12,nist_800_53,PE-6,high
iso27001,A.7.12,soc2,CC1.4,high
iso27001,A.7.12,soc2,CC2.2,high
iso27001,A.7.14,nist_800_53,AC-16,medium
iso27001,A.7.14,nist_800_53,MP-1,medium
iso27001,A.7.14,nist_800_53,MP-6,medium
iso27001,A.7.14,nist_800_53,PE-13,high
iso27001,A.7.14,nist_800_53,PE-14,high
iso27001,A.7.14,nist_800_53,PE-2,high
iso27001,A.7.14,nist_800_53,PE-3,high
iso27001,A.7.14,nist_800_53,PE-6,high
iso27001,A.7.14,nist_800_53,PT-2,medium
iso27001,A.7.14,nist_800_53,PT-3,medium
iso27001,A.7.14,nist_800_53,SI-12,medium
iso27001,A.7.14,soc2,A1.2,high
iso27001,A.7.14,soc2,C1.2,high
iso27001,A.7.14,soc2,CC6.4,high
iso27001,A.7.14,soc2,CC6.5,high
iso27001,A.7.14,soc2,P4.3,high
iso27001,A.7.2,nist_800_53,PE-13,high
iso27001,A.7.2,nist_800_53,PE-14,high
iso27001,A.7.2,nist_800_53,PE-2,high
iso27001,A.7.2,nist_800_53,PE-3,high
iso27001,A.7.2,nist_800_53,PE-6,high
iso27001,A.7.2,soc2,CC2.1,high
iso27001,A.7.2,soc2,CC6.1,high
iso27001,A.7.3,nist_800_53,PE-13,high
iso27001,A.7.3,nist_800_53,PE-14,high
iso27001,A.7.3,nist_800_53,PE-2,high
iso27001,A.7.3,nist_800_53,PE-3,high
iso27001,A.7.3,nist_800_53,PE-6,high
iso27001,A.7.3,soc2,A1.2,high
iso27001,A.7.3,soc2,CC6.7,high
iso27001,A.7.4,nist_800_53,AU-12,medium
iso27001,A.7.4,nist_800_53,AU-2,medium
iso27001,A.7.4,nist_800_53,AU-3,medium
iso27001,A.7.4,nist_800_53,AU-6,medium
iso27001,A.7.4,nist_800_53,PE-13,high
iso27001,A.7.4,nist_800_53,PE-14,high
iso27001,A.7.4,nist_800_53,PE-2,high
iso27001,A.7.4,nist_800_53,PE-3,high
iso27001,A.7.4,nist_800_53,PE-6,high
iso27001,A.7.4,nist_800_53,SI-4,medium
iso27001,A.7.4,soc2,CC6.4,high
iso27001,A.7.4,soc2,CC7.2,medium
iso27001,A.7.5,nist_800_53,PE-13,high
iso27001,A.7.5,nist_800_53,PE-14,high
iso27001,A.7.5,nist_800_53,PE-2,high
iso27001,A.7.5,nist_800_53,PE-3,high
iso27001,A.7.5,nist_800_53,PE-6,high
iso27001,A.7.5,soc2,A1.2,high
iso27001,A.7.5,soc2,A1.3,high
iso27001,A.7.5,soc2,CC7.5,high
iso27001,A.7.7,nist_800_53,AC-19,medium
iso27001,A.7.7,nist_800_53,AT-2,high
iso27001,A.7.7,nist_800_53,AT-3,high
iso27001,A.7.7,nist_800_53,CM-6,medium
iso27001,A.7.7,nist_800_53,CM-8,medium
iso27001,A.7.7,nist_800_53,MP-7,medium
iso27001,A.7.7,nist_800_53,PS-1,high
iso27001,A.7.7,nist_800_53,PS-2,high
iso27001,A.7.7,nist_800_53,PS-3,high
iso27001,A.7.7,nist_800_53,PS-4,high
iso27001,A.7.7,nist_800_53,PS-6,high
iso27001,A.7.7,nist_800_53,SC-7,medium
iso27001,A.7.7,soc2,CC1.1,high
iso27001,A.7.8,nist_800_53,PE-13,high
iso27001,A.7.8,nist_800_53,PE-14,high
iso27001,A.7.8,nist_800_53,PE-2,high
iso27001,A.7.8,nist_800_53,PE-3,high
iso27001,A.7.8,nist_800_53,PE-6,high
iso27001,A.7.8,soc2,A1.2,high
iso27001,A.7.8,soc2,A1.3,high
iso27001,A.7.8,soc2,CC7.5,high
iso27001,A.7.9,nist_800_53,PE-13,medium
iso27001,A.7.9,nist_800_53,PE-14,medium
iso27001,A.7.9,nist_800_53,PE-2,medium
iso27001,A.7.9,nist_800_53,PE-3,medium
iso27001,A.7.9,nist_800_53,PE-6,medium
iso27001,A.7.9,soc2,C1.2,medium
iso27001,A.7.9,soc2,CC6.5,medium
iso27001,A.7.9,soc2,P4.3,medium
iso27001,A.8.1,nist_800_53,AC-19,medium
iso27001,A.8.1,nist_800_53,CM-6,medium
iso27001,A.8.1,nist_800_53,CM-8,medium
iso27001,A.8.1,nist_800_53,MP-7,medium
iso27001,A.8.1,nist_800_53,SC-7,medium
iso27001,A.8.1,soc2,CC2.1,medium
iso27001,A.8.1,soc2,CC6.1,medium
iso27001,A.8.1,soc2,CC6.7,high
iso27001,A.8.10,nist_800_53,AC-16,medium
iso27001,A.8.10,nist_800_53,AC-19,medium
iso27001,A.8.10,nist_800_53,CM-6,medium
iso27001,A.8.10,nist_800_53,CM-8,medium
iso27001,A.8.10,nist_800_53,MP-1,medium
iso27001,A.8.10,nist_800_53,MP-6,medium
iso27001,A.8.10,nist_800_53,MP-7,medium
iso27001,A.8.10,nist_800_53,PT-2,medium
iso27001,A.8.10,nist_800_53,PT-3,medium
iso27001,A.8.10,nist_800_53,SC-7,medium
iso27001,A.8.10,nist_800_53,SI-12,medium
iso27001,A.8.10,soc2,C1.1,high
iso27001,A.8.10,soc2,C1.2,high
iso27001,A.8.10,soc2,CC6.5,high
iso27001,A.8.10,soc2,P4.0,high
iso27001,A.8.10,soc2,P4.2,high
iso27001,A.8.10,soc2,P4.3,high
iso27001,A.8.10,soc2,P5.0,medium
iso27001,A.8.10,soc2,P5.1,medium
iso27001,A.8.10,soc2,PI1.5,high
iso27001,A.8.11,nist_800_53,AC-16,medium
iso27001,A.8.11,nist_800_53,MP-1,medium
iso27001,A.8.11,nist_800_53,MP-6,medium
iso27001,A.8.11,nist_800_53,PT-2,medium
iso27001,A.8.11,nist_800_53,PT-3,medium
iso27001,A.8.11,nist_800_53,SI-12,medium
iso27001,A.8.11,soc2,A1.2,medium
iso27001,A.8.11,soc2,C1.1,medium
iso27001,A.8.11,soc2,CC2.1,medium
iso27001,A.8.11,soc2,CC2.2,medium
iso27001,A.8.11,soc2,CC6.1,medium
iso27001,A.8.11,soc2,CC6.5,medium
iso27001,A.8.11,soc2,CC6.7,medium
iso27001,A.8.11,soc2,CC8.1,medium
iso27001,A.8.11,soc2,P4.0,medium
iso27001,A.8.11,soc2,P4.1,medium
iso27001,A.8.11,soc2,PI1.4,medium
iso27001,A.8.11,soc2,PI1.5,medium
iso27001,A.8.12,nist_800_53,AC-16,medium
iso27001,A.8.12,nist_800_53,AC-19,medium
iso27001,A.8.12,nist_800_53,CM-6,medium
iso27001,A.8.12,nist_800_53,CM-8,medium
iso27001,A.8.12,nist_800_53,MP-1,medium
iso27001,A.8.12,nist_800_53,MP-6,medium
iso27001,A.8.12,nist_800_53,MP-7,medium
iso27001,A.8.12,nist_800_53,PT-2,medium
iso27001,A.8.12,nist_800_53,PT-3,medium
iso27001,A.8.12,nist_800_53,SC-7,medium
iso27001,A.8.12,nist_800_53,SI-12,medium
iso27001,A.8.12,soc2,A1.2,medium
iso27001,A.8.12,soc2,C1.1,medium
iso27001,A.8.12,soc2,CC2.1,medium
iso27001,A.8.12,soc2,CC2.2,medium
iso27001,A.8.12,soc2,CC6.1,medium
iso27001,A.8.12,soc2,CC6.5,medium
iso27001,A.8.12,soc2,CC6.7,high
iso27001,A.8.12,soc2,CC8.1,medium
iso27001,A.8.12,soc2,P4.0,medium
iso27001,A.8.12,soc2,P4.1,medium
iso27001,A.8.12,soc2,PI1.4,medium
iso27001,A.8.12,soc2,PI1.5,medium
iso27001,A.8.13,nist_800_53,CP-10,high
iso27001,A.8.13,nist_800_53,CP-2,high
iso27001,A.8.13,nist_800_53,CP-4,high
iso27001,A.8.13,nist_800_53,CP-9,high
iso27001,A.8.13,soc2,A1.2,high
iso27001,A.8.13,soc2,A1.3,high
iso27001,A.8.13,soc2,CC7.5,high
iso27001,A.8.14,nist_800_53,CP-10,high
iso27001,A.8.14,nist_800_53,CP-2,high
iso27001,A.8.14,nist_800_53,CP-4,high
iso27001,A.8.14,nist_800_53,CP-9,high
iso27001,A.8.14,soc2,A1.2,high
iso27001,A.8.15,nist_800_53,AC-2,medium
iso27001,A.8.15,nist_800_53,AC-3,medium
iso27001,A.8.15,nist_800_53,AC-6,medium
iso27001,A.8.15,nist_800_53,AU-12,high
iso27001,A.8.15,nist_800_53,AU-2,high
iso27001,A.8.15,nist_800_53,AU-3,high
iso27001,A.8.15,nist_800_53,AU-6,high
iso27001,A.8.15,nist_800_53,IA-2,medium
iso27001,A.8.15,nist_800_53,IA-5,medium
iso27001,A.8.15,nist_800_53,SI-4,high
iso27001,A.8.15,soc2,CC2.1,high
iso27001,A.8.15,soc2,CC2.2,high
iso27001,A.8.15,soc2,CC5.2,high
iso27001,A.8.15,soc2,CC6.1,high
iso27001,A.8.15,soc2,CC6.4,medium
iso27001,A.8.15,soc2,CC6.6,high
iso27001,A.8.15,soc2,CC6.7,high
iso27001,A.8.15,soc2,CC7.2,high
iso27001,A.8.16,nist_800_53,AC-4,medium
iso27001,A.8.16,nist_800_53,AU-12,high
iso27001,A.8.16,nist_800_53,AU-2,high
iso27001,A.8.16,nist_800_53,AU-3,high
iso27001,A.8.16,nist_800_53,AU-6,high
iso27001,A.8.16,nist_800_53,CM-2,medium
iso27001,A.8.16,nist_800_53,CM-3,medium
iso27001,A.8.16,nist_800_53,CM-6,medium
iso27001,A.8.16,nist_800_53,CM-7,medium
iso27001,A.8.16,nist_800_53,SA-10,medium
iso27001,A.8.16,nist_800_53,SC-2,medium
iso27001,A.8.16,nist_800_53,SC-3,medium
iso27001,A.8.16,nist_800_53,SC-7,medium
iso27001,A.8.16,nist_800_53,SI-4,high
iso27001,A.8.16,soc2,CC7.1,medium
iso27001,A.8.16,soc2,CC7.2,high
iso27001,A.8.16,soc2,CC7.3,medium
iso27001,A.8.16,soc2,CC8.1,medium
iso27001,A.8.17,nist_800_53,AU-12,high
iso27001,A.8.17,nist_800_53,AU-2,high
iso27001,A.8.17,nist_800_53,AU-3,high
iso27001,A.8.17,nist_800_53,AU-6,high
iso27001,A.8.17,nist_800_53,SI-4,high
iso27001,A.8.19,nist_800_53,AC-19,medium
iso27001,A.8.19,nist_800_53,CM-6,medium
iso27001,A.8.19,nist_800_53,CM-8,medium
iso27001,A.8.19,nist_800_53,MP-7,medium
iso27001,A.8.19,nist_800_53,SC-7,medium
iso27001,A.8.19,soc2,CC7.1,low
iso27001,A.8.19,soc2,CC8.1,low
iso27001,A.8.2,nist_800_53,AC-2,high
iso27001,A.8.2,nist_800_53,AC-3,high
iso27001,A.8.2,nist_800_53,AC-6,high
iso27001,A.8.2,nist_800_53,IA-2,high
iso27001,A.8.2,nist_800_53,IA-5,high
iso27001,A.8.2,soc2,CC1.1,high
iso27001,A.8.2,soc2,CC1.4,high
iso27001,A.8.2,soc2,CC2.3,high
iso27001,A.8.2,soc2,CC3.2,high
iso27001,A.8.2,soc2,CC3.3,high
iso27001,A.8.2,soc2,CC3.4,high
iso27001,A.8.2,soc2,CC5.2,high
iso27001,A.8.2,soc2,CC6.1,high
iso27001,A.8.2,soc2,CC6.2,high
iso27001,A.8.2,soc2,CC6.3,high
iso27001,A.8.2,soc2,CC6.8,high
iso27001,A.8.2,soc2,CC9.1,high
iso27001,A.8.2,soc2,CC9.2,high
iso27001,A.8.20,nist_800_53,AC-19,medium
iso27001,A.8.20,nist_800_53,AC-4,high
iso27001,A.8.20,nist_800_53,CM-6,medium
iso27001,A.8.20,nist_800_53,CM-7,high
iso27001,A.8.20,nist_800_53,CM-8,medium
iso27001,A.8.20,nist_800_53,MP-7,medium
iso27001,A.8.20,nist_800_53,SA-9,low
iso27001,A.8.20,nist_800_53,SC-2,high
iso27001,A.8.20,nist_800_53,SC-3,high
iso27001,A.8.20,nist_800_53,SC-7,high
iso27001,A.8.20,nist_800_53,SC-8,low
iso27001,A.8.21,nist_800_53,AC-4,high
iso27001,A.8.21,nist_800_53,CM-7,high
iso27001,A.8.21,nist_800_53,SC-2,high
iso27001,A.8.21,nist_800_53,SC-3,high
iso27001,A.8.21,nist_800_53,SC-7,high
iso27001,A.8.22,nist_800_53,AC-4,high
iso27001,A.8.22,nist_800_53,CM-7,high
iso27001,A.8.22,nist_800_53,SC-2,high
iso27001,A.8.22,nist_800_53,SC-3,high
iso27001,A.8.22,nist_800_53,SC-7,high
iso27001,A.8.24,nist_800_53,AC-16,medium
iso27001,A.8.24,nist_800_53,AC-19,medium
iso27001,A.8.24,nist_800_53,AC-4,medium
iso27001,A.8.24,nist_800_53,AU-12,medium
iso27001,A.8.24,nist_800_53,AU-2,medium
iso27001,A.8.24,nist_800_53,AU-3,medium
iso27001,A.8.24,nist_800_53,AU-6,medium
iso27001,A.8.24,nist_800_53,CM-6,medium
iso27001,A.8.24,nist_800_53,CM-7,medium
iso27001,A.8.24,nist_800_53,CM-8,medium
iso27001,A.8.24,nist_800_53,MP-1,medium
iso27001,A.8.24,nist_800_53,MP-6,medium
iso27001,A.8.24,nist_800_53,MP-7,medium
iso27001,A.8.24,nist_800_53,PT-2,medium
iso27001,A.8.24,nist_800_53,PT-3,medium
iso27001,A.8.24,nist_800_53,SA-9,low
iso27001,A.8.24,nist_800_53,SC-12,high
iso27001,A.8.24,nist_800_53,SC-13,high
iso27001,A.8.24,nist_800_53,SC-2,medium
iso27001,A.8.24,nist_800_53,SC-28,high
iso27001,A.8.24,nist_800_53,SC-3,medium
iso27001,A.8.24,nist_800_53,SC-7,medium
iso27001,A.8.24,nist_800_53,SC-8,high
iso27001,A.8.24,nist_800_53,SI-12,medium
iso27001,A.8.24,nist_800_53,SI-4,medium
iso27001,A.8.24,soc2,A1.2,high
iso27001,A.8.24,soc2,C1.1,high
iso27001,A.8.24,soc2,CC1.1,high
iso27001,A.8.24,soc2,CC1.2,high
iso27001,A.8.24,soc2,CC1.3,high
iso27001,A.8.24,soc2,CC1.4,high
iso27001,A.8.24,soc2,CC1.5,high
iso27001,A.8.24,soc2,CC2.1,high
iso27001,A.8.24,soc2,CC2.2,high
iso27001,A.8.24,soc2,CC2.3,high
iso27001,A.8.24,soc2,CC3.1,high
iso27001,A.8.24,soc2,CC3.2,high
iso27001,A.8.24,soc2,CC3.4,high
iso27001,A.8.24,soc2,CC4.1,high
iso27001,A.8.24,soc2,CC4.2,high
iso27001,A.8.24,soc2,CC5.1,high
iso27001,A.8.24,soc2,CC5.3,high
iso27001,A.8.24,soc2,CC6.1,high
iso27001,A.8.24,soc2,CC6.5,high
iso27001,A.8.24,soc2,CC6.6,high
iso27001,A.8.24,soc2,CC6.7,high
iso27001,A.8.24,soc2,CC6.8,high
iso27001,A.8.24,soc2,CC7.2,high
iso27001,A.8.24,soc2,CC7.3,high
iso27001,A.8.24,soc2,CC7.4,high
iso27001,A.8.24,soc2,CC8.1,high
iso27001,A.8.24,soc2,CC9.1,high
iso27001,A.8.24,soc2,PI1.4,high
iso27001,A.8.24,soc2,PI1.5,high
iso27001,A.8.25,nist_800_53,SA-11,high
iso27001,A.8.25,nist_800_53,SA-3,high
iso27001,A.8.25,nist_800_53,SA-8,high
iso27001,A.8.25,nist_800_53,SC-8,high
iso27001,A.8.25,nist_800_53,SI-10,high
iso27001,A.8.25,soc2,CC2.3,high
iso27001,A.8.25,soc2,CC4.1,high
iso27001,A.8.25,soc2,CC5.2,high
iso27001,A.8.25,soc2,CC6.1,high
iso27001,A.8.25,soc2,CC6.7,high
iso27001,A.8.25,soc2,CC7.1,high
iso27001,A.8.25,soc2,CC8.1,high
iso27001,A.8.25,soc2,PI1.1,high
iso27001,A.8.25,soc2,PI1.2,high
iso27001,A.8.25,soc2,PI1.3,high
iso27001,A.8.25,soc2,PI1.4,high
iso27001,A.8.25,soc2,PI1.5,high
iso27001,A.8.26,nist_800_53,SA-11,high
iso27001,A.8.26,nist_800_53,SA-3,high
iso27001,A.8.26,nist_800_53,SA-8,high
iso27001,A.8.26,nist_800_53,SC-8,high
iso27001,A.8.26,nist_800_53,SI-10,high
iso27001,A.8.26,soc2,CC5.2,high
iso27001,A.8.26,soc2,CC6.1,high
iso27001,A.8.26,soc2,CC6.7,high
iso27001,A.8.26,soc2,CC7.1,high
iso27001,A.8.26,soc2,CC8.1,high
iso27001,A.8.27,nist_800_53,AC-16,medium
iso27001,A.8.27,nist_800_53,MP-1,medium
iso27001,A.8.27,nist_800_53,MP-6,medium
iso27001,A.8.27,nist_800_53,PT-2,medium
iso27001,A.8.27,nist_800_53,PT-3,medium
iso27001,A.8.27,nist_800_53,SA-11,high
iso27001,A.8.27,nist_800_53,SA-3,high
iso27001,A.8.27,nist_800_53,SA-8,high
iso27001,A.8.27,nist_800_53,SC-8,high
iso27001,A.8.27,nist_800_53,SI-10,high
iso27001,A.8.27,nist_800_53,SI-12,medium
iso27001,A.8.27,soc2,CC2.2,medium
iso27001,A.8.27,soc2,CC2.3,high
iso27001,A.8.27,soc2,CC3.2,medium
iso27001,A.8.27,soc2,CC4.1,high
iso27001,A.8.27,soc2,CC5.1,medium
iso27001,A.8.27,soc2,CC5.2,high
iso27001,A.8.27,soc2,CC6.1,medium
iso27001,A.8.27,soc2,CC8.1,high
iso27001,A.8.27,soc2,PI1.1,high
iso27001,A.8.27,soc2,PI1.2,high
iso27001,A.8.27,soc2,PI1.3,high
iso27001,A.8.27,soc2,PI1.4,high
iso27001,A.8.27,soc2,PI1.5,high
iso27001,A.8.28,nist_800_53,SA-11,high
iso27001,A.8.28,nist_800_53,SA-3,high
iso27001,A.8.28,nist_800_53,SA-8,high
iso27001,A.8.28,nist_800_53,SC-8,high
iso27001,A.8.28,nist_800_53,SI-10,high
iso27001,A.8.28,soc2,CC2.3,high
iso27001,A.8.28,soc2,CC4.1,high
iso27001,A.8.28,soc2,CC5.2,high
iso27001,A.8.28,soc2,CC8.1,high
iso27001,A.8.28,soc2,PI1.1,high
iso27001,A.8.28,soc2,PI1.2,high
iso27001,A.8.28,soc2,PI1.3,high
iso27001,A.8.28,soc2,PI1.4,high
iso27001,A.8.28,soc2,PI1.5,high
iso27001,A.8.29,nist_800_53,CM-2,high
iso27001,A.8.29,nist_800_53,CM-3,high
iso27001,A.8.29,nist_800_53,CM-6,high
iso27001,A.8.29,nist_800_53,CM-7,high
iso27001,A.8.29,nist_800_53,RA-5,medium
iso27001,A.8.29,nist_800_53,SA-10,high
iso27001,A.8.29,nist_800_53,SA-11,high
iso27001,A.8.29,nist_800_53,SA-3,high
iso27001,A.8.29,nist_800_53,SA-8,high
iso27001,A.8.29,nist_800_53,SC-8,high
iso27001,A.8.29,nist_800_53,SI-10,high
iso27001,A.8.29,nist_800_53,SI-2,medium
iso27001,A.8.29,nist_800_53,SI-3,medium
iso27001,A.8.29,nist_800_53,SI-5,medium
iso27001,A.8.29,soc2,CC1.1,low
iso27001,A.8.29,soc2,CC1.2,low
iso27001,A.8.29,soc2,CC1.5,low
iso27001,A.8.29,soc2,CC2.1,low
iso27001,A.8.29,soc2,CC2.2,high
iso27001,A.8.29,soc2,CC3.2,medium
iso27001,A.8.29,soc2,CC3.4,high
iso27001,A.8.29,soc2,CC4.1,high
iso27001,A.8.29,soc2,CC4.2,low
iso27001,A.8.29,soc2,CC5.3,low
iso27001,A.8.29,soc2,CC6.8,high
iso27001,A.8.29,soc2,CC8.1,high
iso27001,A.8.29,soc2,CC9.2,medium
iso27001,A.8.3,nist_800_53,AC-2,high
iso27001,A.8.3,nist_800_53,AC-3,high
iso27001,A.8.3,nist_800_53,AC-6,high
iso27001,A.8.3,nist_800_53,IA-2,high
iso27001,A.8.3,nist_800_53,IA-5,high
iso27001,A.8.31,nist_800_53,AC-16,medium
iso27001,A.8.31,nist_800_53,AC-4,high
iso27001,A.8.31,nist_800_53,CM-7,high
iso27001,A.8.31,nist_800_53,MP-1,medium
iso27001,A.8.31,nist_800_53,MP-6,medium
iso27001,A.8.31,nist_800_53,PT-2,medium
iso27001,A.8.31,nist_800_53,PT-3,medium
iso27001,A.8.31,nist_800_53,SA-11,medium
iso27001,A.8.31,nist_800_53,SA-3,medium
iso27001,A.8.31,nist_800_53,SA-8,medium
iso27001,A.8.31,nist_800_53,SC-2,high
iso27001,A.8.31,nist_800_53,SC-3,high
iso27001,A.8.31,nist_800_53,SC-7,high
iso27001,A.8.31,nist_800_53,SC-8,medium
iso27001,A.8.31,nist_800_53,SI-10,medium
iso27001,A.8.31,nist_800_53,SI-12,medium
iso27001,A.8.31,soc2,CC6.1,high
iso27001,A.8.31,soc2,P4.1,high
iso27001,A.8.31,soc2,PI1.1,medium
iso27001,A.8.31,soc2,PI1.2,medium
iso27001,A.8.31,soc2,PI1.3,medium
iso27001,A.8.31,soc2,PI1.4,medium
iso27001,A.8.31,soc2,PI1.5,medium
iso27001,A.8.32,nist_800_53,CM-2,high
iso27001,A.8.32,nist_800_53,CM-3,high
iso27001,A.8.32,nist_800_53,CM-6,high
iso27001,A.8.32,nist_800_53,CM-7,high
iso27001,A.8.32,nist_800_53,SA-10,high
iso27001,A.8.32,nist_800_53,SA-11,medium
iso27001,A.8.32,nist_800_53,SA-3,medium
iso27001,A.8.32,nist_800_53,SA-8,medium
iso27001,A.8.32,nist_800_53,SC-8,medium
iso27001,A.8.32,nist_800_53,SI-10,medium
iso27001,A.8.32,soc2,CC2.2,high
iso27001,A.8.32,soc2,CC3.4,high
iso27001,A.8.32,soc2,CC6.1,medium
iso27001,A.8.32,soc2,CC6.7,medium
iso27001,A.8.32,soc2,CC6.8,high
iso27001,A.8.32,soc2,CC7.1,medium
iso27001,A.8.32,soc2,CC7.2,medium
iso27001,A.8.32,soc2,CC8.1,high
iso27001,A.8.32,soc2,PI1.1,medium
iso27001,A.8.32,soc2,PI1.2,medium
iso27001,A.8.32,soc2,PI1.3,medium
iso27001,A.8.32,soc2,PI1.4,medium
iso27001,A.8.32,soc2,PI1.5,medium
iso27001,A.8.33,nist_800_53,AC-16,medium
iso27001,A.8.33,nist_800_53,MP-1,medium
iso27001,A.8.33,nist_800_53,MP-6,medium
iso27001,A.8.33,nist_800_53,PT-2,medium
iso27001,A.8.33,nist_800_53,PT-3,medium
iso27001,A.8.33,nist_800_53,SI-12,medium
iso27001,A.8.33,soc2,CC6.1,high
iso27001,A.8.33,soc2,P4.1,high
iso27001,A.8.5,nist_800_53,AC-2,high
iso27001,A.8.5,nist_800_53,AC-3,high
iso27001,A.8.5,nist_800_53,AC-6,high
iso27001,A.8.5,nist_800_53,IA-2,high
iso27001,A.8.5,nist_800_53,IA-5,high
iso27001,A.8.5,soc2,CC6.1,high
iso27001,A.8.5,soc2,CC6.6,high
iso27001,A.8.6,nist_800_53,AC-4,high
iso27001,A.8.6,nist_800_53,CM-7,high
iso27001,A.8.6,nist_800_53,SC-2,high
iso27001,A.8.6,nist_800_53,SC-3,high
iso27001,A.8.6,nist_800_53,SC-7,high
iso27001,A.8.7,nist_800_53,AC-19,medium
iso27001,A.8.7,nist_800_53,CM-6,medium
iso27001,A.8.7,nist_800_53,CM-8,medium
iso27001,A.8.7,nist_800_53,MP-7,medium
iso27001,A.8.7,nist_800_53,RA-5,high
iso27001,A.8.7,nist_800_53,SC-7,medium
iso27001,A.8.7,nist_800_53,SI-2,high
iso27001,A.8.7,nist_800_53,SI-3,high
iso27001,A.8.7,nist_800_53,SI-5,high
iso27001,A.8.7,soc2,CC3.2,medium
iso27001,A.8.7,soc2,CC3.3,medium
iso27001,A.8.7,soc2,CC3.4,medium
iso27001,A.8.7,soc2,CC6.7,high
iso27001,A.8.7,soc2,CC6.8,high
iso27001,A.8.7,soc2,CC9.1,medium
iso27001,A.8.7,soc2,CC9.2,medium
iso27001,A.8.8,nist_800_53,AC-19,medium
iso27001,A.8.8,nist_800_53,CM-6,medium
iso27001,A.8.8,nist_800_53,CM-8,medium
iso27001,A.8.8,nist_800_53,MP-7,medium
iso27001,A.8.8,nist_800_53,RA-5,high
iso27001,A.8.8,nist_800_53,SA-11,high
iso27001,A.8.8,nist_800_53,SA-3,high
iso27001,A.8.8,nist_800_53,SA-8,high
iso27001,A.8.8,nist_800_53,SC-7,medium
iso27001,A.8.8,nist_800_53,SC-8,high
iso27001,A.8.8,nist_800_53,SI-10,high
iso27001,A.8.8,nist_800_53,SI-2,high
iso27001,A.8.8,nist_800_53,SI-3,high
iso27001,A.8.8,nist_800_53,SI-5,high
iso27001,A.8.8,soc2,A1.2,high
iso27001,A.8.8,soc2,CC2.2,high
iso27001,A.8.8,soc2,CC3.2,high
iso27001,A.8.8,soc2,CC3.4,high
iso27001,A.8.8,soc2,CC4.2,high
iso27001,A.8.8,soc2,CC6.1,medium
iso27001,A.8.8,soc2,CC6.7,medium
iso27001,A.8.8,soc2,CC7.1,medium
iso27001,A.8.8,soc2,CC8.1,medium
iso27001,A.8.8,soc2,CC9.2,high
iso27001,A.8.9,nist_800_53,AC-4,medium
iso27001,A.8.9,nist_800_53,CM-2,medium
iso27001,A.8.9,nist_800_53,CM-3,medium
iso27001,A.8.9,nist_800_53,CM-6,medium
iso27001,A.8.9,nist_800_53,CM-7,medium
iso27001,A.8.9,nist_800_53,SA-10,medium
iso27001,A.8.9,nist_800_53,SC-2,medium
iso27001,A.8.9,nist_800_53,SC-3,medium
iso27001,A.8.9,nist_800_53,SC-7,medium
iso27001,A.8.9,soc2,CC2.2,medium
iso27001,A.8.9,soc2,CC3.4,medium
iso27001,A.8.9,soc2,CC6.1,medium
iso27001,A.8.9,soc2,CC6.7,medium
iso27001,A.8.9,soc2,CC6.8,medium
iso27001,A.8.9,soc2,CC7.1,medium
iso27001,A.8.9,soc2,CC7.2,medium
iso27001,A.8.9,soc2,CC8.1,medium
nist_800_53,AC-16,iso27001,A.5.1,medium
nist_800_53,AC-16,iso27001,A.5.12,medium
nist_800_53,AC-16,iso27001,A.5.14,medium
nist_800_53,AC-16,iso27001,A.5.20,medium
nist_800_53,AC-16,iso27001,A.5.33,medium
nist_800_53,AC-16,iso27001,A.5.34,medium
nist_800_53,AC-16,iso27001,A.5.9,medium
nist_800_53,AC-16,iso27001,A.7.10,medium
nist_800_53,AC-16,iso27001,A.7.14,medium
nist_800_53,AC-16,iso27001,A.8.10,medium
nist_800_53,AC-16,iso27001,A.8.11,medium
nist_800_53,AC-16,iso27001,A.8.12,medium
nist_800_53,AC-16,iso27001,A.8.24,medium
nist_800_53,AC-16,iso27001,A.8.27,medium
nist_800_53,AC-16,iso27001,A.8.31,medium
nist_800_53,AC-16,iso27001,A.8.33,medium
nist_800_53,AC-16,soc2,A1.2,medium
nist_800_53,AC-16,soc2,C1.1,medium
nist_800_53,AC-16,soc2,C1.2,medium
nist_800_53,AC-16,soc2,CC2.1,medium
nist_800_53,AC-16,soc2,CC2.2,medium
nist_800_53,AC-16,soc2,CC2.3,medium
nist_800_53,AC-16,soc2,CC3.2,medium
nist_800_53,AC-16,soc2,CC5.1,medium
nist_800_53,AC-16,soc2,CC5.2,medium
nist_800_53,AC-16,soc2,CC6.1,medium
nist_800_53,AC-16,soc2,CC6.5,medium
nist_800_53,AC-16,soc2,CC6.6,medium
nist_800_53,AC-16,soc2,CC6.7,medium
nist_800_53,AC-16,soc2,CC8.1,medium
nist_800_53,AC-16,soc2,P1.1,medium
nist_800_53,AC-16,soc2,P3.1,medium
nist_800_53,AC-16,soc2,P4.0,medium
nist_800_53,AC-16,soc2,P4.1,medium
nist_800_53,AC-16,soc2,P4.2,medium
nist_800_53,AC-16,soc2,P4.3,medium
nist_800_53,AC-16,soc2,P5.0,medium
nist_800_53,AC-16,soc2,P5.1,medium
nist_800_53,AC-16,soc2,P5.2,medium
